ID,TITLE,ABSTRACT,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
19153,Block Compressive Sensing of Image and Video with Nonlocal Lagrangian Multiplier and Patch-based Sparse Representation,"  Although block compressive sensing (BCS) makes it tractable to sense
large-sized images and video, its recovery performance has yet to be
significantly improved because its recovered images or video usually suffer
from blurred edges, loss of details, and high-frequency oscillatory artifacts,
especially at a low subrate. This paper addresses these problems by designing a
modified total variation technique that employs multi-block gradient
processing, a denoised Lagrangian multiplier, and patch-based sparse
representation. In the case of video, the proposed recovery method is able to
exploit both spatial and temporal similarities. Simulation results confirm the
improved performance of the proposed method for compressive sensing of images
and video in terms of both objective and subjective qualities.
",1,0,0,0,0,0
18066,Existence and convexity of local solutions to degenerate hessian equations,"  In this work, we prove the existence of local convex solution to the
degenerate Hessian equation
",0,0,1,0,0,0
18692,A simple mathematical model for unemployment: a case study in Portugal with optimal control,"  We propose a simple mathematical model for unemployment. Despite its
simpleness, we claim that the model is more realistic and useful than recent
models available in the literature. A case study with real data from Portugal
supports our claim. An optimal control problem is formulated and solved, which
provides some non-trivial and interesting conclusions.
",0,0,0,0,0,1
15537,Towards Detection of Exoplanetary Rings Via Transit Photometry: Methodology and a Possible Candidate,"  Detection of a planetary ring of exoplanets remains as one of the most
attractive but challenging goals in the field. We present a methodology of a
systematic search for exoplanetary rings via transit photometry of long-period
planets. The methodology relies on a precise integration scheme we develop to
compute a transit light curve of a ringed planet. We apply the methodology to
89 long-period planet candidates from the Kepler data so as to estimate, and/or
set upper limits on, the parameters of possible rings. While a majority of our
samples do not have a sufficiently good signal-to-noise ratio for meaningful
constraints on ring parameters, we find that six systems with a higher
signal-to-noise ratio are inconsistent with the presence of a ring larger than
1.5 times the planetary radius assuming a grazing orbit and a tilted ring.
Furthermore, we identify five preliminary candidate systems whose light curves
exhibit ring-like features. After removing four false positives due to the
contamination from nearby stars, we identify KIC 10403228 as a reasonable
candidate for a ringed planet. A systematic parameter fit of its light curve
with a ringed planet model indicates two possible solutions corresponding to a
Saturn-like planet with a tilted ring. There also remain other two possible
scenarios accounting for the data; a circumstellar disk and a hierarchical
triple. Due to large uncertain factors, we cannot choose one specific model
among the three.
",0,1,0,0,0,0
7386,Experimental Two-dimensional Quantum Walk on a Photonic Chip,"  Quantum walks, in virtue of the coherent superposition and quantum
interference, possess exponential superiority over its classical counterpart in
applications of quantum searching and quantum simulation. The quantum enhanced
power is highly related to the state space of quantum walks, which can be
expanded by enlarging the photon number and/or the dimensions of the evolution
network, but the former is considerably challenging due to probabilistic
generation of single photons and multiplicative loss. Here we demonstrate a
two-dimensional continuous-time quantum walk by using the external geometry of
photonic waveguide arrays, rather than the inner degree of freedoms of photons.
Using femtosecond laser direct writing, we construct a large-scale
three-dimensional structure which forms a two-dimensional lattice with up to
49X49 nodes on a photonic chip. We demonstrate spatial two-dimensional quantum
walks using heralded single photons and single-photon-level imaging. We analyze
the quantum transport properties via observing the ballistic evolution pattern
and the variance profile, which agree well with simulation results. We further
reveal the transient nature that is the unique feature for quantum walks of
beyond one dimension. An architecture that allows a walk to freely evolve in
all directions and a large scale, combining with defect and disorder control,
may bring up powerful and versatile quantum walk machines for classically
intractable problems.
",0,1,0,0,0,0
20233,Multi-resolution polymer Brownian dynamics with hydrodynamic interactions,"  A polymer model given in terms of beads, interacting through Hookean springs
and hydrodynamic forces, is studied. Brownian dynamics description of this
bead-spring polymer model is extended to multiple resolutions. Using this
multiscale approach, a modeller can efficiently look at different regions of
the polymer in different spatial and temporal resolutions with scalings given
for the number of beads, statistical segment length and bead radius in order to
maintain macro-scale properties of the polymer filament. The Boltzmann
distribution of a Gaussian chain for differing statistical segment lengths
gives a Langevin equation for the multi-resolution model with a mobility tensor
for different bead sizes. Using the pre-averaging approximation, the
translational diffusion coefficient is obtained as a function of the inverse of
a matrix and then in closed form in the long-chain limit. This is then
confirmed with numerical experiments.
",0,1,0,0,0,0
3105,Computability of semicomputable manifolds in computable topological spaces,"  We study computable topological spaces and semicomputable and computable sets
in these spaces. In particular, we investigate conditions under which
semicomputable sets are computable. We prove that a semicomputable compact
manifold $M$ is computable if its boundary $\partial M$ is computable. We also
show how this result combined with certain construction which compactifies a
semicomputable set leads to the conclusion that some noncompact semicomputable
manifolds in computable metric spaces are computable.
",1,0,1,0,0,0
9690,Scaling evidence of the homothetic nature of cities,"  In this paper we analyse the profile of land use and population density with
respect to the distance to the city centre for the European city. In addition
to providing the radial population density and soil-sealing profiles for a
large set of cities, we demonstrate a remarkable constancy of the profiles
across city size.
Our analysis combines the GMES/Copernicus Urban Atlas 2006 land use database
at 5m resolution for 300 European cities with more than 100.000 inhabitants and
the Geostat population grid at 1km resolution. Population is allocated
proportionally to surface and weighted by soil sealing and density classes of
the Urban Atlas. We analyse the profile of each artificial land use and
population with distance to the town hall.
In line with earlier literature, we confirm the strong monocentricity of the
European city and the negative exponential curve for population density.
Moreover, we find that land use curves, in particular the share of housing and
roads, scale along the two horizontal dimensions with the square root of city
population, while population curves scale in three dimensions with the cubic
root of city population. In short, European cities of different sizes are
homothetic in terms of land use and population density. While earlier
literature documented the scaling of average densities (total surface and
population) with city size, we document the scaling of the whole radial
distance profile with city size, thus liaising intra-urban radial analysis and
systems of cities. In addition to providing a new empirical view of the
European city, our scaling offers a set of practical and coherent definitions
of a city, independent of its population, from which we can re-question urban
scaling laws and Zipf's law for cities.
",0,1,0,0,0,0
14597,Towards effective research recommender systems for repositories,"  In this paper, we argue why and how the integration of recommender systems
for research can enhance the functionality and user experience in repositories.
We present the latest technical innovations in the CORE Recommender, which
provides research article recommendations across the global network of
repositories and journals. The CORE Recommender has been recently redeveloped
and released into production in the CORE system and has also been deployed in
several third-party repositories. We explain the design choices of this unique
system and the evaluation processes we have in place to continue raising the
quality of the provided recommendations. By drawing on our experience, we
discuss the main challenges in offering a state-of-the-art recommender solution
for repositories. We highlight two of the key limitations of the current
repository infrastructure with respect to developing research recommender
systems: 1) the lack of a standardised protocol and capabilities for exposing
anonymised user-interaction logs, which represent critically important input
data for recommender systems based on collaborative filtering and 2) the lack
of a voluntary global sign-on capability in repositories, which would enable
the creation of personalised recommendation and notification solutions based on
past user interactions.
",1,0,0,0,0,0
15973,A Correction Method of a Binary Classifier Applied to Multi-label Pairwise Models,"  In this work, we addressed the issue of applying a stochastic classifier and
a local, fuzzy confusion matrix under the framework of multi-label
classification. We proposed a novel solution to the problem of correcting label
pairwise ensembles. The main step of the correction procedure is to compute
classifier- specific competence and cross-competence measures, which estimates
error pattern of the underlying classifier. We considered two improvements of
the method of obtaining confusion matrices. The first one is aimed to deal with
imbalanced labels. The other utilizes double labelled instances which are
usually removed during the pairwise transformation. The proposed methods were
evaluated using 29 benchmark datasets. In order to assess the efficiency of the
introduced models, they were compared against 1 state-of-the-art approach and
the correction scheme based on the original method of confusion matrix
estimation. The comparison was performed using four different multi-label
evaluation measures: macro and micro-averaged F1 loss, zero-one loss and
Hamming loss. Additionally, we investigated relations between classification
quality, which is expressed in terms of different quality criteria, and
characteristics of multi-label datasets such as average imbalance ratio or
label density. The experimental study reveals that the correction approaches
significantly outperforms the reference method only in terms of zero-one loss.
",1,0,0,1,0,0
4405,DropIn: Making Reservoir Computing Neural Networks Robust to Missing Inputs by Dropout,"  The paper presents a novel, principled approach to train recurrent neural
networks from the Reservoir Computing family that are robust to missing part of
the input features at prediction time. By building on the ensembling properties
of Dropout regularization, we propose a methodology, named DropIn, which
efficiently trains a neural model as a committee machine of subnetworks, each
capable of predicting with a subset of the original input features. We discuss
the application of the DropIn methodology in the context of Reservoir Computing
models and targeting applications characterized by input sources that are
unreliable or prone to be disconnected, such as in pervasive wireless sensor
networks and ambient intelligence. We provide an experimental assessment using
real-world data from such application domains, showing how the Dropin
methodology allows to maintain predictive performances comparable to those of a
model without missing features, even when 20\%-50\% of the inputs are not
available.
",1,0,0,1,0,0
13737,Finding Network Motifs in Large Graphs using Compression as a Measure of Relevance,"  We introduce a new method for finding network motifs: interesting or
informative subgraph patterns in a network. Current methods for finding motifs
rely on the frequency of the motif: specifically, subgraphs are motifs when
their frequency in the data is high compared to the expected frequency under a
null model. To compute this expectation, the search for motifs is normally
repeated on as many as 1000 random graphs sampled from the null model; a
prohibitively expensive step. We use ideas from the Minimum Description Length
(MDL) literature to define a new measure of motif relevance, and a new
algorithm for detecting motifs. Our method allows motif analysis to scale to
networks with billions of links, while still resulting in informative motifs.
",1,0,0,0,0,0
16984,Primordial black holes from inflaton and spectator field perturbations in a matter-dominated era,"  We study production of primordial black holes (PBHs) during an early
matter-dominated phase. As a source of perturbations, we consider either the
inflaton field with a running spectral index or a spectator field that has a
blue spectrum and thus provides a significant contribution to the PBH
production at small scales. First, we identify the region of the parameter
space where a significant fraction of the observed dark matter can be produced,
taking into account all current PBH constraints. Then, we present constraints
on the amplitude and spectral index of the spectator field as a function of the
reheating temperature. We also derive constraints on the running of the
inflaton spectral index, ${\rm d}n/{\rm d}{\rm ln}k \lesssim -0.002$, which are
comparable to those from the Planck satellite for a scenario where the
spectator field is absent.
",0,1,0,0,0,0
7263,Using Stock Prices as Ground Truth in Sentiment Analysis to Generate Profitable Trading Signals,"  The increasing availability of ""big"" (large volume) social media data has
motivated a great deal of research in applying sentiment analysis to predict
the movement of prices within financial markets. Previous work in this field
investigates how the true sentiment of text (i.e. positive or negative
opinions) can be used for financial predictions, based on the assumption that
sentiments expressed online are representative of the true market sentiment.
Here we consider the converse idea, that using the stock price as the
ground-truth in the system may be a better indication of sentiment. Tweets are
labelled as Buy or Sell dependent on whether the stock price discussed rose or
fell over the following hour, and from this, stock-specific dictionaries are
built for individual companies. A Bayesian classifier is used to generate stock
predictions, which are input to an automated trading algorithm. Placing 468
trades over a 1 month period yields a return rate of 5.18%, which annualises to
approximately 83% per annum. This approach performs significantly better than
random chance and outperforms two baseline sentiment analysis methods tested.
",0,0,0,0,0,1
3915,Strong Metric Subregularity of Mappings in Variational Analysis and Optimization,"  Although the property of strong metric subregularity of set-valued mappings
has been present in the literature under various names and with various
definitions for more than two decades, it has attracted much less attention
than its older ""siblings"", the metric regularity and the strong metric
regularity. The purpose of this paper is to show that the strong metric
subregularity shares the main features of these two most popular regularity
properties and is not less instrumental in applications. We show that the
strong metric subregularity of a mapping F acting between metric spaces is
stable under perturbations of the form f + F, where f is a function with a
small calmness constant. This result is parallel to the Lyusternik-Graves
theorem for metric regularity and to the Robinson theorem for strong
regularity, where the perturbations are represented by a function f with a
small Lipschitz constant. Then we study perturbation stability of the same kind
for mappings acting between Banach spaces, where f is not necessarily
differentiable but admits a set-valued derivative-like approximation. Strong
metric q-subregularity is also considered, where q is a positive real constant
appearing as exponent in the definition. Rockafellar's criterion for strong
metric subregularity involving injectivity of the graphical derivative is
extended to mappings acting in infinite-dimensional spaces. A sufficient
condition for strong metric subregularity is established in terms of
surjectivity of the Frechet coderivative. Various versions of Newton's method
for solving generalized equations are considered including inexact and
semismooth methods, for which superlinear convergence is shown under strong
metric subregularity.
",0,0,1,0,0,0
11988,Negative electronic compressibility and nanoscale inhomogeneity in ionic-liquid gated two-dimensional superconductors,"  When the electron density of highly crystalline thin films is tuned by
chemical doping or ionic liq- uid gating, interesting effects appear including
unconventional superconductivity, sizeable spin-orbit coupling, competition
with charge-density waves, and a debated low-temperature metallic state that
seems to avoid the superconducting or insulating fate of standard
two-dimensional electron systems. Some experiments also find a marked tendency
to a negative electronic compressibility. We suggest that this indicates an
inclination for electronic phase separation resulting in a nanoscopic inhomo-
geneity. Although the mild modulation of the inhomogeneous landscape is
compatible with a high electron mobility in the metallic state, this
intrinsically inhomogeneous character is highlighted by the peculiar behaviour
of the metal-to-superconductor transition. Modelling the system with super-
conducting puddles embedded in a metallic matrix, we fit the peculiar
resistance vs. temperature curves of systems like TiSe2, MoS2, and ZrNCl. In
this framework also the low-temperature debated metallic state finds a natural
explanation in terms of the pristine metallic background embedding
non-percolating superconducting clusters. An intrinsically inhomogeneous
character naturally raises the question of the formation mechanism(s). We
propose a mechanism based on the interplay be- tween electrons and the charges
of the gating ionic liquid.
",0,1,0,0,0,0
1878,The Wisdom of a Kalman Crowd,"  The Kalman Filter has been called one of the greatest inventions in
statistics during the 20th century. Its purpose is to measure the state of a
system by processing the noisy data received from different electronic sensors.
In comparison, a useful resource for managers in their effort to make the right
decisions is the wisdom of crowds. This phenomenon allows managers to combine
judgments by different employees to get estimates that are often more accurate
and reliable than estimates, which managers produce alone. Since harnessing the
collective intelligence of employees, and filtering signals from multiple noisy
sensors appear related, we looked at the possibility of using the Kalman Filter
on estimates by people. Our predictions suggest, and our findings based on the
Survey of Professional Forecasters reveal, that the Kalman Filter can help
managers solve their decision-making problems by giving them stronger signals
before they choose. Indeed, when used on a subset of forecasters identified by
the Contribution Weighted Model, the Kalman Filter beat that rule clearly,
across all the forecasting horizons in the survey.
",0,0,0,0,0,1
8697,Application of Coulomb energy density functional for atomic nuclei: Case studies of local density approximation and generalized gradient approximation,"  We test the Coulomb exchange and correlation energy density functionals of
electron systems for atomic nuclei in the local density approximation (LDA) and
the generalized gradient approximation (GGA). For the exchange Coulomb
energies, it is found that the deviation between the LDA and GGA ranges from
around $ 11 \, \% $ in $ {}^{4} \mathrm{He} $ to around $ 2.2 \, \% $ in $
{}^{208} \mathrm{Pb} $, by taking the Perdew-Burke-Ernzerhof (PBE) functional
as an example of the GGA\@. For the correlation Coulomb energies, it is shown
that those functionals of electron systems are not suitable for atomic nuclei.
",0,1,0,0,0,0
7648,Inconsistency of Measure-Theoretic Probability and Random Behavior of Microscopic Systems,"  We report an inconsistency found in probability theory (also referred to as
measure-theoretic probability). For probability measures induced by real-valued
random variables, we deduce an ""equality"" such that one side of the ""equality""
is a probability, but the other side is not. For probability measures induced
by extended random variables, we deduce an ""equality"" such that its two sides
are unequal probabilities. The deduced expressions are erroneous only when it
can be proved that measure-theoretic probability is a theory free from
contradiction. However, such a proof does not exist. The inconsistency appears
only in the theory rather than in the physical world, and will not affect
practical applications as long as ideal events in the theory (which will not
occur physically) are not mistaken for observable events in the real world.
Nevertheless, unlike known paradoxes in mathematics, the inconsistency cannot
be explained away and hence must be resolved. The assumption of infinite
additivity in the theory is relevant to the inconsistency, and may cause
confusion of ideal events and real events. As illustrated by an example in this
article, since abstract properties of mathematical entities in theoretical
thinking are not necessarily properties of physical quantities observed in the
real world, mistaking the former for the latter may lead to misinterpreting
random phenomena observed in experiments with microscopic systems. Actually the
inconsistency is due to the notion of ""numbers"" adopted in conventional
mathematics. A possible way to resolve the inconsistency is to treat ""numbers""
from the viewpoint of constructive mathematics.
",0,0,1,0,0,0
20344,"MEG-Derived Functional Tractography, Results for Normal and Concussed Cohorts","  Measures of neuroelectric activity from each of 18 automatically identified
white matter tracts were extracted from resting MEG recordings from a
normative, n=588, and a chronic TBI, traumatic brain injury, n=63, cohort, 60
of whose TBIs were mild. Activity in the TBI cohort was significantly reduced
compared with the norms for ten of the tracts, p < 10-6 for each. Significantly
reduced activity (p < 10-3) was seen in more than one tract in seven mTBI
individuals and one member of the normative cohort.
",0,0,0,0,1,0
3423,Outlier Detection by Consistent Data Selection Method,"  Often the challenge associated with tasks like fraud and spam detection[1] is
the lack of all likely patterns needed to train suitable supervised learning
models. In order to overcome this limitation, such tasks are attempted as
outlier or anomaly detection tasks. We also hypothesize that out- liers have
behavioral patterns that change over time. Limited data and continuously
changing patterns makes learning significantly difficult. In this work we are
proposing an approach that detects outliers in large data sets by relying on
data points that are consistent. The primary contribution of this work is that
it will quickly help retrieve samples for both consistent and non-outlier data
sets and is also mindful of new outlier patterns. No prior knowledge of each
set is required to extract the samples. The method consists of two phases, in
the first phase, consistent data points (non- outliers) are retrieved by an
ensemble method of unsupervised clustering techniques and in the second phase a
one class classifier trained on the consistent data point set is ap- plied on
the remaining sample set to identify the outliers. The approach is tested on
three publicly available data sets and the performance scores are competitive.
",1,0,0,1,0,0
848,NeuroNER: an easy-to-use program for named-entity recognition based on neural networks,"  Named-entity recognition (NER) aims at identifying entities of interest in a
text. Artificial neural networks (ANNs) have recently been shown to outperform
existing NER systems. However, ANNs remain challenging to use for non-expert
users. In this paper, we present NeuroNER, an easy-to-use named-entity
recognition tool based on ANNs. Users can annotate entities using a graphical
web-based user interface (BRAT): the annotations are then used to train an ANN,
which in turn predict entities' locations and categories in new texts. NeuroNER
makes this annotation-training-prediction flow smooth and accessible to anyone.
",1,0,0,1,0,0
5404,Unravelling Airbnb Predicting Price for New Listing,"  This paper analyzes Airbnb listings in the city of San Francisco to better
understand how different attributes such as bedrooms, location, house type
amongst others can be used to accurately predict the price of a new listing
that optimal in terms of the host's profitability yet affordable to their
guests. This model is intended to be helpful to the internal pricing tools that
Airbnb provides to its hosts. Furthermore, additional analysis is performed to
ascertain the likelihood of a listings availability for potential guests to
consider while making a booking. The analysis begins with exploring and
examining the data to make necessary transformations that can be conducive for
a better understanding of the problem at large while helping us make
hypothesis. Moving further, machine learning models are built that are
intuitive to use to validate the hypothesis on pricing and availability and run
experiments in that context to arrive at a viable solution. The paper then
concludes with a discussion on the business implications, associated risks and
future scope.
",0,0,0,0,0,1
3736,Prediction of Stable Ground-State Lithium Polyhydrides under High Pressures,"  Hydrogen-rich compounds are important for understanding the dissociation of
dense molecular hydrogen, as well as searching for room temperature
Bardeen-Cooper-Schrieffer (BCS) superconductors. A recent high pressure
experiment reported the successful synthesis of novel insulating lithium
polyhydrides when above 130 GPa. However, the results are in sharp contrast to
previous theoretical prediction by PBE functional that around this pressure
range all lithium polyhydrides (LiHn (n = 2-8)) should be metallic. In order to
address this discrepancy, we perform unbiased structure search with first
principles calculation by including the van der Waals interaction that was
ignored in previous prediction to predict the high pressure stable structures
of LiHn (n = 2-11, 13) up to 200 GPa. We reproduce the previously predicted
structures, and further find novel compositions that adopt more stable
structures. The van der Waals functional (vdW-DF) significantly alters the
relative stability of lithium polyhydrides, and predicts that the stable
stoichiometries for the ground-state should be LiH2 and LiH9 at 130-170 GPa,
and LiH2, LiH8 and LiH10 at 180-200 GPa. Accurate electronic structure
calculation with GW approximation indicates that LiH, LiH2, LiH7, and LiH9 are
insulative up to at least 208 GPa, and all other lithium polyhydrides are
metallic. The calculated vibron frequencies of these insulating phases are also
in accordance with the experimental infrared (IR) data. This reconciliation
with the experimental observation suggests that LiH2, LiH7, and LiH9 are the
possible candidates for lithium polyhydrides synthesized in that experiment.
Our results reinstate the credibility of density functional theory in
description H-rich compounds, and demonstrate the importance of considering van
der Waals interaction in this class of materials.
",0,1,0,0,0,0
4132,Direct measurement of laser aberration and ahead point from ARTEMIS satellite through strong clouds,"  Laser communication has advances in compared with radio frequency
communication as result of much high carrier frequency from ultraviolet to near
infrared. Very narrow laser beam is possible to form with very high power
density. But laser beam has high destruction and attenuation on clouds,
turbulence, scattering on aerosols and molecules of the atmosphere. Low Earth
orbits (LEO), Middling Earth orbits (MEO) and partly Geosynchronous Earth orbit
(GSO) satellites moving on the sky and laser light from satellites moves across
different turbulence conditions of the atmosphere, clouds, molecules of the
atmosphere H2O, O2, N2, CO, O3 and other. We performed unique experiments with
propagation of laser beams from beacon of OPALE terminal of ARTEMIS satellite
through thin clouds. We have found that small part of laser radiation is
received from ahead point there the satellite will be after time of propagation
of laser radiation from the satellite to telescope. It is in accordance with
theory of relativity for aberration of light during transition from moving to
not moving coordinate systems. It is positive effect for laser communication
through the atmosphere and clouds because will be possible to develop a system
for reduce of the atmosphere turbulence during of laser communication from
ground to the satellites. The interest is what will be during propagation of
laser radiation from the satellite through strong clouds. The detail
descriptions of laser experiment with ARTEMIS GSO satellite through strong
clouds and estimations of the laser power through strong clouds are presented
in this paper. Accordingly we must search the optimal wave lengths and power of
lasers for performs laser communication in different cloudy conditions.
",0,1,0,0,0,0
15079,A fast and stable test to check if a weakly diagonally dominant matrix is a nonsingular M-matrix,"  We present a test for determining if a substochastic matrix is convergent. By
establishing a duality between weakly chained diagonally dominant (w.c.d.d.)
L-matrices and convergent substochastic matrices, we show that this test can be
trivially extended to determine whether a weakly diagonally dominant (w.d.d.)
matrix is a nonsingular M-matrix. The test's runtime is linear in the order of
the input matrix if it is sparse and quadratic if it is dense. This is a
partial strengthening of the cubic test in [J. M. Peña., A stable test to
check if a matrix is a nonsingular M-matrix, Math. Comp., 247, 1385-1392,
2004]. As a by-product of our analysis, we prove that a nonsingular w.d.d.
M-matrix is a w.c.d.d. L-matrix, a fact whose converse has been known since at
least 1964. We point out that this strengthens some recent results on
M-matrices in the literature.
",1,0,1,0,0,0
15282,Modelling dependency completion in sentence comprehension as a Bayesian hierarchical mixture process: A case study involving Chinese relative clauses,"  We present a case-study demonstrating the usefulness of Bayesian hierarchical
mixture modelling for investigating cognitive processes. In sentence
comprehension, it is widely assumed that the distance between linguistic
co-dependents affects the latency of dependency resolution: the longer the
distance, the longer the retrieval time (the distance-based account). An
alternative theory, direct-access, assumes that retrieval times are a mixture
of two distributions: one distribution represents successful retrievals (these
are independent of dependency distance) and the other represents an initial
failure to retrieve the correct dependent, followed by a reanalysis that leads
to successful retrieval. We implement both models as Bayesian hierarchical
models and show that the direct-access model explains Chinese relative clause
reading time data better than the distance account.
",1,0,0,1,0,0
10376,Criticality & Deep Learning II: Momentum Renormalisation Group,"  Guided by critical systems found in nature we develop a novel mechanism
consisting of inhomogeneous polynomial regularisation via which we can induce
scale invariance in deep learning systems. Technically, we map our deep
learning (DL) setup to a genuine field theory, on which we act with the
Renormalisation Group (RG) in momentum space and produce the flow equations of
the couplings; those are translated to constraints and consequently interpreted
as ""critical regularisation"" conditions in the optimiser; the resulting
equations hence prove to be sufficient conditions for - and serve as an elegant
and simple mechanism to induce scale invariance in any deep learning setup.
",1,0,0,0,0,0
14857,The system of cloud oriented learning tools as an element of educational and scientific environment of high school,"  The aim of this research is to design and implementation of cloud based
learning environment for separate division of the university. The analysis of
existing approaches to the construction of cloud based learning environments,
the formation of requirements cloud based learning tools, the selection on the
basis of these requirements, cloud ICT training and pilot their use for
building cloud based learning environment for separate division of the
university with the use of open source software and resources its own IT
infrastructure of the institution. Results of the study is planned to
generalize to develop recommendations for the design of cloud based environment
of high school.
",1,0,0,0,0,0
11266,Estimation for the Prediction of Point Processes with Many Covariates,"  Estimation of the intensity of a point process is considered within a
nonparametric framework. The intensity measure is unknown and depends on
covariates, possibly many more than the observed number of jumps. Only a single
trajectory of the counting process is observed. Interest lies in estimating the
intensity conditional on the covariates. The impact of the covariates is
modelled by an additive model where each component can be written as a linear
combination of possibly unknown functions. The focus is on prediction as
opposed to variable screening. Conditions are imposed on the coefficients of
this linear combination in order to control the estimation error. The rates of
convergence are optimal when the number of active covariates is large. As an
application, the intensity of the buy and sell trades of the New Zealand dollar
futures is estimated and a test for forecast evaluation is presented. A
simulation is included to provide some finite sample intuition on the model and
asymptotic properties.
",0,0,1,1,0,0
6768,Continuity properties for Born-Jordan operators with symbols in Hörmander classes and modulation spaces,"  We show that the Weyl symbol of a Born-Jordan operator is in the same class
as the Born-Jordan symbol, when Hörmander symbols and certain types of
modulation spaces are used as symbol classes. We use these properties to carry
over continuity and Schatten-von Neumann properties to the Born-Jordan
calculus.
",0,0,1,0,0,0
4059,Decentralized Online Learning with Kernels,"  We consider multi-agent stochastic optimization problems over reproducing
kernel Hilbert spaces (RKHS). In this setting, a network of interconnected
agents aims to learn decision functions, i.e., nonlinear statistical models,
that are optimal in terms of a global convex functional that aggregates data
across the network, with only access to locally and sequentially observed
samples. We propose solving this problem by allowing each agent to learn a
local regression function while enforcing consensus constraints. We use a
penalized variant of functional stochastic gradient descent operating
simultaneously with low-dimensional subspace projections. These subspaces are
constructed greedily by applying orthogonal matching pursuit to the sequence of
kernel dictionaries and weights. By tuning the projection-induced bias, we
propose an algorithm that allows for each individual agent to learn, based upon
its locally observed data stream and message passing with its neighbors only, a
regression function that is close to the globally optimal regression function.
That is, we establish that with constant step-size selections agents' functions
converge to a neighborhood of the globally optimal one while satisfying the
consensus constraints as the penalty parameter is increased. Moreover, the
complexity of the learned regression functions is guaranteed to remain finite.
On both multi-class kernel logistic regression and multi-class kernel support
vector classification with data generated from class-dependent Gaussian mixture
models, we observe stable function estimation and state of the art performance
for distributed online multi-class classification. Experiments on the Brodatz
textures further substantiate the empirical validity of this approach.
",1,0,1,1,0,0
9317,Towards a Unified Taxonomy of Biclustering Methods,"  Being an unsupervised machine learning and data mining technique,
biclustering and its multimodal extensions are becoming popular tools for
analysing object-attribute data in different domains. Apart from conventional
clustering techniques, biclustering is searching for homogeneous groups of
objects while keeping their common description, e.g., in binary setting, their
shared attributes. In bioinformatics, biclustering is used to find genes, which
are active in a subset of situations, thus being candidates for biomarkers.
However, the authors of those biclustering techniques that are popular in gene
expression analysis, may overlook the existing methods. For instance, BiMax
algorithm is aimed at finding biclusters, which are well-known for decades as
formal concepts. Moreover, even if bioinformatics classify the biclustering
methods according to reasonable domain-driven criteria, their classification
taxonomies may be different from survey to survey and not full as well. So, in
this paper we propose to use concept lattices as a tool for taxonomy building
(in the biclustering domain) and attribute exploration as means for
cross-domain taxonomy completion.
",1,0,0,1,0,0
13203,New Algorithms for Unordered Tree Inclusion,"  The tree inclusion problem is, given two node-labeled trees $P$ and $T$ (the
""pattern tree"" and the ""text tree""), to locate every minimal subtree in $T$ (if
any) that can be obtained by applying a sequence of node insertion operations
to $P$. The ordered tree inclusion problem is known to be solvable in
polynomial time while the unordered tree inclusion problem is NP-hard. The
currently fastest algorithm for the latter is from 1995 and runs in
$O(poly(m,n) \cdot 2^{2d}) = O^{\ast}(4^{d})$ time, where $m$ and $n$ are the
sizes of the pattern and text trees, respectively, and $d$ is the degree of the
pattern tree. Here, we develop a new algorithm that improves the exponent $2d$
to $d$ by considering a particular type of ancestor-descendant relationships
and applying dynamic programming, thus reducing the time complexity to
$O^{\ast}(2^{d})$. We then study restricted variants of the unordered tree
inclusion problem where the number of occurrences of different node labels
and/or the input trees' heights are bounded and show that although the problem
remains NP-hard in many such cases, if the leaves of $P$ are distinctly labeled
and each label occurs at most $c$ times in $T$ then it can be solved in
polynomial time for $c = 2$ and in $O^{\ast}(1.8^d)$ time for $c = 3$.
",1,0,0,0,0,0
9154,The Least-Area Tetrahedral Tile of Space,"  We prove the least-area, unit-volume, tetrahedral tile of Euclidean space,
without the assumption of Gallagher et al. that the tiling uses only
orientation-preserving images of the tile. The winner remains Sommerville's
type 4v.
",0,0,1,0,0,0
13254,Continuity of Utility Maximization under Weak Convergence,"  In this paper we find sufficient conditions for the continuity of the value
of the utility maximization problem from terminal wealth with respect to the
convergence in distribution of the underlying processes. We provide several
examples which illustrate that without these conditions, we cannot generally
expect continuity to hold. Finally, we apply our results to the computation of
the minimum shortfall in the Heston model by building an appropriate lattice
approximation.
",0,0,0,0,0,1
5871,Multiscale Hierarchical Convolutional Networks,"  Deep neural network algorithms are difficult to analyze because they lack
structure allowing to understand the properties of underlying transforms and
invariants. Multiscale hierarchical convolutional networks are structured deep
convolutional networks where layers are indexed by progressively higher
dimensional attributes, which are learned from training data. Each new layer is
computed with multidimensional convolutions along spatial and attribute
variables. We introduce an efficient implementation of such networks where the
dimensionality is progressively reduced by averaging intermediate layers along
attribute indices. Hierarchical networks are tested on CIFAR image data bases
where they obtain comparable precisions to state of the art networks, with much
fewer parameters. We study some properties of the attributes learned from these
databases.
",1,0,0,1,0,0
14066,Orbital Graphs,"  We introduce orbital graphs and discuss some of their basic properties. Then
we focus on their usefulness for search algorithms for permutation groups,
including finding the intersection of groups and the stabilizer of sets in a
group.
",1,0,1,0,0,0
